-1.151958343353257197e+00  ,   -3.898059833026173288e-02  ,   -1.342650206766304644e+00  ,   -1.287935751416830588e+00
-1.351431930745862431e+00  ,   4.178516929020764659e-01  ,   -1.404245464654122477e+00  ,   -1.375514325710934793e+00
-1.535833441285324952e+00  ,   9.129573289888155696e-02  ,   -1.306626807263860046e+00  ,   -1.287098833848039581e+00
-9.871100600610716036e-01  ,   1.305372077821686849e+00  ,   -1.323140465710724412e+00  ,   -1.345557479241992205e+00
-5.813277690371355666e-01  ,   2.052180914523316524e+00  ,   -1.164890373098960596e+00  ,   -1.117365748774378442e+00
-1.505826196286789376e+00  ,   8.520209427048480721e-01  ,   -1.361233752208671932e+00  ,   -1.234558326307428011e+00
-1.066386561324951909e+00  ,   8.027465852048419892e-01  ,   -1.306726233901151613e+00  ,   -1.289631833012943707e+00
-1.702294271574423812e+00  ,   -2.458758279397992019e-01  ,   -1.372248900972685925e+00  ,   -1.357384687671737034e+00
-1.178813688320915709e+00  ,   2.211193854785572233e-01  ,   -1.279158089316574376e+00  ,   -1.438825848889132120e+00
-5.301252322290217478e-01  ,   1.438081871947739732e+00  ,   -1.278758786468183972e+00  ,   -1.322834395608235569e+00
-1.290666422692858140e+00  ,   8.325850989383214440e-01  ,   -1.240837957296961447e+00  ,   -1.328469563253562802e+00
-1.264666607161019973e+00  ,   -1.161805298126303843e-01  ,   -1.336310618425216257e+00  ,   -1.455963410854627993e+00
-1.888099306351024076e+00  ,   -2.041503166778740608e-01  ,   -1.507724820618700390e+00  ,   -1.485906748662436438e+00
-3.825868144601065474e-02  ,   2.092727398457211674e+00  ,   -1.461066875695453016e+00  ,   -1.268154906894848555e+00
-1.895917594740801904e-01  ,   3.115213177801308575e+00  ,   -1.316275409871975777e+00  ,   -1.010490612165161117e+00
-5.001800221138403835e-01  ,   1.958325617601857527e+00  ,   -1.424477417086545517e+00  ,   -1.063126115246705305e+00
-8.627442777669473983e-01  ,   1.113423495002236585e+00  ,   -1.338454334259763012e+00  ,   -1.218617948018788644e+00
-2.225216034162755818e-01  ,   1.731468290970513024e+00  ,   -1.151460251653934952e+00  ,   -1.169760784508550922e+00
-9.094345867441993025e-01  ,   1.769451123919955737e+00  ,   -1.283809591229788438e+00  ,   -1.230621428002359075e+00
-5.065230589393401317e-01  ,   8.237811295182224658e-01  ,   -1.153935427619912302e+00  ,   -1.282728577693782679e+00
-8.865390351722659545e-01  ,   1.497999793217527964e+00  ,   -1.278304810371420519e+00  ,   -1.060207914962159048e+00
